average_offensiveness	created_on	hateful_meaning	is_about_class	is_about_disability	is_about_ethnicity	is_about_gender	is_about_nationality	is_about_religion	is_about_sexual_orientation	is_unambiguous	is_unambiguous_in	language	nonhateful_meaning	number_of_sightings	number_of_sightings_this_month	number_of_sightings_this_year	plural_of	term	transliteration_of	updated_on	variant_of	vocabulary_id
	2019-02-28 19:33:35		False	False	True	False	True	False	False	False		eng		0	0	0		Charly		2019-02-28 19:33:35	Charlie	FmtFNCJFK
	2019-02-28 19:32:46		False	False	True	False	True	False	False	False		eng		0	0	0	Charlie	Charlies		2019-02-28 19:32:46		qmwtZfawx
	2019-02-28 19:27:15		False	False	True	False	False	False	False	False		eng		0	0	0		buffy		2019-02-28 19:27:15	buffie	PRoaMj4sM
	2019-02-28 19:26:20		False	False	True	False	False	False	False	False		eng		0	0	0	bucker	buckers		2019-02-28 19:26:20	buck	2pErsBxGt
	2019-02-28 19:25:43		False	False	True	False	False	False	False	False		eng		0	0	0		bucker		2019-02-28 19:25:43	buck	xpwZVhkGR
	2019-02-28 19:17:28		False	False	False	False	True	False	False	False		eng		0	0	0		ban and can		2019-02-28 19:17:28	bans and cans	KVHcyGTVw
	2019-02-28 19:16:31		False	False	False	False	True	False	False	False		eng		0	0	0	can and ban	cans and bans		2019-02-28 19:16:31		FeEMmgirV
	2019-02-28 19:14:50		False	False	False	False	True	False	False	False		eng		0	0	0		can and ban		2019-02-28 19:14:50	bans and cans	abvnbVDxj
25.0	2019-02-28 19:12:33		False	False	True	False	False	False	False	False		eng		0	0	0	Ann	Annies		2019-02-28 19:12:33		MoGHRBZwX
	2019-01-24 16:09:03		True	False	False	False	True	False	False	False		eng		0	0	0	cohee	cohees		2019-01-24 16:09:03		vvuwqanvi
	2019-01-24 16:08:21	A Scottish or Irish settler in the United States	True	False	False	False	True	False	False	False		eng		0	0	0		cohee		2019-01-24 16:08:21		j4xhxudpg
	2019-01-24 16:06:20	A person from Alabama	True	False	False	False	True	False	False	False		eng		0	0	0		yellowhammer		2019-01-24 16:06:20		nyye7wwqe
	2019-01-24 16:00:10		True	False	False	False	True	False	False	False		eng		0	0	0	Okie	Okies		2019-01-24 16:00:10		hNRKgjerp
	2019-01-24 15:59:36	[1] A person from Oklahoma [2] A rural person, from the migration of Oklahomans during the 1930s Dustbowl	False	False	False	False	True	False	False	False		eng		0	0	0		Okie		2019-01-24 15:59:36		ZNTDPRjvD
	2019-01-24 15:57:38		False	False	False	False	True	False	False	False		eng		526	50	526	Masshole	Massholes		2019-01-24 15:57:45		npyrTfKaw
	2019-01-24 15:56:52	A person from Massachusetts	False	False	False	False	True	False	False	False		eng		254	29	254		Masshole		2019-01-24 15:57:03		easBozhuh
	2019-01-24 15:55:28	[1] A person from the Indian city of Chennai [2] A person from southern India.	False	False	False	False	True	False	False	False		eng		0	0	0		Madrasi		2019-01-24 15:55:28		PRQWAHxUe
	2019-01-24 15:53:12		False	False	False	False	True	False	False	False		eng		0	0	0	JAFA	JAFAs		2019-01-24 15:53:12		9fysCsBWP
	2019-01-24 15:52:31	"Acronym for ""Just Another Fucking Australian"""	False	False	False	False	True	False	False	False		eng		0	0	0		JAFA		2019-01-24 15:52:31		CkBFnCoZx
	2019-01-24 15:51:04		True	False	True	False	True	False	False	False		eng		0	0	0	jackeen	jackeens		2019-01-24 15:51:04		FmdKTBiyo
	2019-01-24 15:50:13	Rural slur for a person from Dublin	True	False	True	False	True	False	False	False		eng		135	20	135		jackeen		2019-01-24 15:50:23		xmheQaudY
	2019-01-24 15:48:25		True	False	True	False	True	False	False	False		eng		572	42	572	culchie	culchies		2019-01-24 15:48:33		TqWUqXsCF
	2019-01-24 15:47:38	A rural Irish person	True	False	True	False	True	False	False	False		eng		415	38	415		culchie		2019-01-24 15:47:46		oXWBCRvfW
	2019-01-24 15:46:04		False	False	False	False	True	False	False	False	AU	eng		24	0	24	croweater	croweaters		2019-01-24 15:46:15		pkRaWwUzb
	2019-01-24 15:45:16	A person from the state of South Australia	False	False	False	False	True	False	False	False	AU	eng		14	1	14		croweater		2019-01-24 15:45:33		vpZEbjrmh
	2019-01-24 15:34:09		False	False	True	False	True	False	False	False		eng		0	0	0	Bihari	Biharis		2019-01-24 15:34:09		WnnewQkdh
	2019-01-24 15:32:57	Derogatorily used in South India for a North Indian	False	False	True	False	True	False	False	False		eng	A person from Bihar	0	0	0		Bihari		2019-01-24 15:32:57		s1cfZCTJr
	2019-01-24 15:10:12		False	False	True	False	False	False	False	False		eng		147	6	147	hatzi	hatzis		2019-01-24 15:10:19		DeBQNbMHH
	2019-01-24 15:09:36		False	False	True	False	False	False	False	False		eng		143	12	143		hatzi		2019-01-24 15:09:43	haji	whtfctCFs
	2019-01-24 15:08:36		False	False	True	False	False	False	False	False		eng		80	5	80	hajji	hajjis		2019-01-24 15:08:44		LTAzfP2ZT
	2019-01-24 15:07:47		False	False	True	False	False	False	False	False		eng		85	15	85	haji	hajis		2019-01-24 15:07:55		TpithHQKL
	2019-01-24 15:06:55		False	False	True	False	False	False	False	False		eng		45	1	45	hadji	hadjis		2019-01-24 15:07:02		swXxPzyJq
76.0	2013-05-08 03:02:38		False	False	True	False	False	False	False	False		eng		112	2	35		hajji		2019-01-24 15:05:59	haji	BcdX3rQYE
76.0	2014-02-12 16:28:45	Used to refer to Iraqis, Arabs, Afghans, or Middle Eastern and South Asian people in general. Derived from the honorific Al-Hajji, the title given to a Muslim who has completed the Hajj (pilgrimage to Mecca).	False	False	True	False	False	False	False	False		eng		179	10	78		haji		2019-01-24 15:05:45		M9NTeZuCa
75.0	2013-05-08 12:41:16		False	False	True	False	False	False	False	False		eng		160	9	39		hadji		2019-01-24 15:05:30	haji	PT8W6CjmH
	2019-01-24 15:04:15		False	False	False	False	False	True	False	False		eng		200	16	200	mussie	mussies		2019-01-24 15:04:22		agzBvasbJ
	2019-01-24 15:02:44	A Muslim	False	False	False	False	False	True	False	False		eng		149	35	149		mussie		2019-01-24 15:02:52		Z1BQFReLG
	2019-01-24 15:00:46		False	False	True	False	True	True	False	False		eng		270	22	270	Fenian	Fenians		2019-01-24 15:00:55		FXkPrPkRj
	2019-01-24 14:59:52	In Northern Ireland, denotes a Catholic or Irish nationalist	False	False	True	False	True	True	False	False		eng	A member of one or more fraternal organisations committed to an independent Ireland in the 19th and early 20th centuries	265	27	265		Fenian		2019-01-24 15:00:01		FnWK3Hziv
66.0	2019-01-14 22:42:11	"Triple parentheses, also known as the ""echo,"" are used by white supremacists to infer a global Jewish conspiracy"	False	False	True	False	False	False	False	True		eng		0	0	0		(((		2019-01-14 23:10:48		LCWE9EJdJ
	2019-01-14 20:51:22		False	False	True	False	False	False	False	False		eng		3	0	3		da goyim know		2019-01-14 20:51:29	the goyim know	kEuUcmvbC
	2019-01-14 20:50:16	Meme implying a supposed global Jewish conspiracy	False	False	True	False	False	False	False	False		eng		51	1	51		the goyim know		2019-01-14 20:50:25		rsCFZrmMr
	2019-01-14 20:44:52	A non-Jewish person who disbelieves in a global Jewish conspiracy	False	False	True	False	False	False	False	False		eng		128	13	128		good goy		2019-01-14 20:45:33		NyRxQVAQB
86.0	2019-01-07 18:24:47		False	False	True	False	False	False	False	False		eng		0	0	0	jigro	jigros		2019-01-14 16:16:21		hUGuB6Xym
	2019-01-09 19:01:11		False	False	True	False	False	False	False	True		eng		0	0	0	pickinniny	pickinninys		2019-01-09 19:01:21		vsnYRahpZ
	2019-01-09 18:59:43		False	False	True	False	False	False	False	True		eng		4	0	4	piccaninny	piccaninnys		2019-01-09 18:59:51		RJWjxxNtL
	2019-01-09 18:59:01		False	False	True	False	False	False	False	True		eng		157	10	157	piccaninny	piccaninnies		2019-01-09 18:59:09		xUMRLtwiv
100.0	2019-01-09 18:57:19		False	False	True	False	False	False	False	True		eng		3	1	3		picaninnys		2019-01-09 18:57:27	picaninnies	qfapWDnww
100.0	2019-01-09 18:55:57		False	False	True	False	False	False	False	True		eng		223	13	223		pickaninnies		2019-01-09 18:56:05	pickaninnys	oDwcfmbdk
	2019-01-09 18:54:27		False	False	True	False	False	False	False	True		eng		2	1	2	pickinniny	pickinninies		2019-01-09 18:54:35		EntJtHM6F
	2019-01-09 18:53:48		False	False	True	False	False	False	False	True		eng		5	0	5		pickinniny		2019-01-09 18:53:55	picaninny	isCycKTmX
	2019-01-09 18:52:47		False	False	True	False	False	False	False	True		eng		48	6	48		piccaninny		2019-01-09 18:52:55	picaninny	KGhbbRVqZ
	2019-01-09 18:51:43		False	False	True	False	False	False	False	True		eng		144	17	144	pickaninny	picaninnies		2019-01-09 18:52:09		BUZsxDtj7
	2019-01-09 18:50:43	A black child	False	False	True	False	False	False	False	True		eng		59	10	59		picaninny		2019-01-09 18:50:56		yVvMWnYnL
82.0	2018-11-15 06:51:18	"Turns the term ""Zionist"" (a supporter of Jewish national liberation) into a slur against Jews."	False	False	True	False	True	True	False	False		eng		39	3	39		Zio		2019-01-09 18:26:47		VbCXVGynj
	2018-11-01 20:38:50	A prostitute or promiscuous individual	False	False	False	True	False	False	False	True		eng		270	26	270	whore	whores		2019-01-09 18:25:56		iqohsptWa
83.0	2018-11-01 19:42:46	A prostitute or promiscuous individual	False	False	False	True	False	False	False	True		eng		332	34	332		whore		2019-01-09 18:25:48		Rk8sTdhtR
86.0	2013-06-22 01:20:13	[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.	False	False	True	False	False	False	False	False		eng		404	34	404		tynker		2019-01-09 18:25:24	tinker	3cKvv7QHa
52.0	2013-06-22 06:40:05	Used by poor rural people to denote those of lower status than themselves, particularly those who commit incest (jumping the family tree).	True	False	False	False	False	False	False	False		eng		34	6	34		tree jumper		2019-01-09 18:24:10	stump jumper	7tkEx2wqZ
56.0	2013-05-05 16:07:23	[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.	False	False	True	False	False	False	False	False		eng		0	0	0		tinkar		2019-01-09 18:22:24	tinker	6n3vjFpaJ
86.0	2013-05-06 20:08:25	[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.	False	False	True	False	False	False	False	False		eng		1	0	1		tinkere		2019-01-09 18:15:33	tinker	MHyq4TTfX
93.0	2013-05-06 20:08:25	[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.	False	False	True	False	False	False	False	False		eng		5	0	5		tincker		2019-01-09 18:15:25	tinker	bJ8V7AH7D
91.0	2013-05-11 12:42:43	A person of mixed Hispanic and Chinese parentage.	False	False	True	False	True	False	False	False		eng		43	1	43		spink		2019-01-09 18:12:40		MaNMj7g7t
99.0	2013-05-11 20:01:01	A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.	False	False	True	False	False	False	False	False		eng		221	14	221		spik		2019-01-09 18:12:32	spic	dngue7BU2
83.0	2013-05-14 20:02:27	A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.	False	False	True	False	False	False	False	False		eng		60	5	60		spig		2019-01-09 18:12:24	spic	peX9dRbn8
87.0	2013-04-26 14:39:22	A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.	False	False	True	False	False	False	False	False		eng		197	9	196		spick		2019-01-09 18:12:15	spic	9m2JwKkYX
79.0	2018-11-01 19:42:42	"From ""spastic"", refers to a person who has seizures or other uncontrollable movements"	False	True	False	False	False	False	False	False		eng		337	16	337		spaz		2019-01-09 18:11:47		AHGEKVzQ4
87.0	2013-06-23 06:40:21	A Caucasian woman who dates a black man.	False	False	True	False	False	False	False	True		eng		217	13	217		smoke jumper		2019-01-09 18:10:06		9f6AxHr39
91.0	2013-05-10 18:31:36	A person of Asian descent, particularly Vietnamese or Chinese.	False	False	True	False	False	False	False	False		eng		341	19	341		slopey		2019-01-09 18:09:29	slope	fj2ayYAbm
68.0	2018-11-01 20:36:52	In the UK, a promiscuous woman	True	False	False	False	False	False	False	False		eng	Waste matter, particularly as a result of incineration	270	20	270	slag	slags		2019-01-09 18:08:37		XraBAVHQW
81.0	2013-06-23 04:30:15	A rural person, from farmers or country boys walking through manure-filled cow pastures.	True	False	False	False	False	False	False	False		eng	A shoe	0	0	0		shit kicker		2019-01-09 18:07:53		7NYjmJgDB
72.0	2013-07-21 23:48:55	A black servant.	False	False	True	False	False	False	False	False		eng	"Generic insult comparable to ""shit head"""	735	5	80		shit heel		2019-01-09 18:07:19		8YMJKezJT
72.0	2013-06-23 11:20:23	A disenfranchised Irish peson, from 'shanty'.	True	False	False	False	True	False	False	False		eng	"Contraction of ""shall not"""	0	0	0		shant		2019-01-09 18:06:22		Kdt7UaE4G
74.0	2013-05-16 03:20:37	An American. (Cockney rhyming slang: Septic tank - Yank)	False	False	False	False	True	False	False	False		eng		0	0	0		seppo		2019-01-09 18:05:36		3jZXfV9tZ
43.0	2013-06-23 22:30:14	A Scottish person, local variant of Sandy, short for 'Alasdair'.	False	False	False	False	True	False	False	False		eng		20	2	20		sawney		2019-01-09 18:03:54		M9nxUYfv3
25.0	2018-11-01 20:36:39	A rural person.	True	False	False	False	False	False	False	False		eng		340	18	340	rube	rubes		2019-01-09 18:02:50		gwBPRhfRU
53.0	2013-06-24 04:50:22	A rural person.	True	False	False	False	False	False	False	False		eng		157	12	157		rube		2019-01-09 18:02:47		j7UaZBb9F
95.0	2013-04-20 20:49:52	Used as a derogatory term directed towards South Asians (and sometimes Middle Eastern people).	False	False	True	False	False	False	False	False		eng		534	34	524		poppadom		2019-01-09 17:53:58		nEGa9WMe6
76.0	2013-04-20 15:13:45	A North American Indian (from the Algonquian word for 'friend').	False	False	True	False	False	False	False	False		eng		12	1	12		nitchy		2019-01-09 17:49:11	nitchie	g7pkPyG7Z
90.0	2013-05-31 15:36:18	A North American Indian (from the Algonquian word for 'friend').	False	False	True	False	False	False	False	False		eng		356	37	356		nichiwa		2019-01-09 17:48:57	nitchie	ZyGtK3Fwj
91.0	2016-12-06 14:46:54	[English][Italian] A black person.	False	False	True	False	False	False	False	False		eng		137	13	136		negro		2019-01-09 17:47:42		ffVyceY8z
96.0	2013-04-16 20:58:47	A North American Indian (from the Algonquian word for 'friend').	False	False	True	False	False	False	False	False		eng		0	0	0		neejee		2019-01-09 17:46:26	nitchie	4muB3pZX7
76.0	2013-04-14 01:15:00	A North American Indian (from the Algonquian word for 'friend').	False	False	True	False	False	False	False	False		eng		15	0	15		nitchie		2019-01-09 17:46:12		jE2WUfvr4
89.0	2013-04-23 15:44:13	A North American Indian (from the Algonquian word for 'friend').	False	False	True	False	False	False	False	False		eng		15	0	15		neechee		2019-01-09 17:45:54	nitchie	VxyQ8jvWU
93.0	2013-05-23 04:09:19	A disabled person, from 'mongoloid'.	False	True	False	False	False	False	False	False		eng		86	5	86		mong		2019-01-09 17:43:21		vwQDPvn2a
84.0	2013-06-23 09:40:13	A 19th-century derogatory term for an 'untrustworthy Jew.'	False	False	True	False	False	False	False	False		eng		123	7	123		sheeny		2019-01-09 16:35:15		dTafdprb3
	2019-01-07 18:16:05	The penis of a man of African descent, or a person with a large penis; likely popularized online for shock value	False	False	True	False	False	False	False	True		eng		7	1	7		niggerdick		2019-01-09 16:28:21		xpXPgvbQc
	2019-01-07 18:16:44		False	False	True	False	False	False	False	True		eng		0	0	0	niggerdick	niggerdicks		2019-01-09 16:28:07		DUmsUwboc
	2019-01-07 18:32:36	A town or part of town containing majority black population	False	False	True	False	False	False	False	True		eng		8	1	8		niggerton		2019-01-09 16:27:58		yrQisUkDo
100.0	2019-01-07 18:31:52	A town or part of town containing majority black population	False	False	True	False	False	False	False	True		eng		4	1	4		niggertown		2019-01-09 16:27:51		ftrnzUEbH
97.0	2019-01-07 18:34:12	A town or part of town containing majority black population	False	False	True	False	False	False	False	True		eng		15	1	15		niggerville		2019-01-09 16:27:44		8nveQCoVU
64.0	2013-10-15 12:43:10	A disabled person, from 'retarded'.	False	True	False	False	False	False	False	True		eng		449	19	444		retarded		2019-01-09 16:27:30	retard	BkYxA4AFB
87.0	2013-06-15 22:12:12	A rural person, particularly of Scottish or Welsh descent, who is alleged to have sex with sheep due to the scarcity of people in the vicinity	True	False	False	False	True	False	False	True		eng		73	11	70		sheepfucker		2019-01-09 16:27:12		Zwb4t2Xqv
99.0	2018-11-15 06:46:27	"Combines two anti-Semitic stereotypes: that of Jewish greed (hence the reference to ""shekel"", the currency of historical and modern Israel) and that of having a large nose."	False	False	True	False	False	True	False	True		eng		0	0	0		shekelnose		2019-01-09 16:25:50		CaoXkrFNd
	2018-11-01 20:35:54	A British person. Comes from the historical British naval practice of giving sailors limes to stave off scurvy.	False	False	False	False	True	False	False	True		eng		305	31	305	limey	limeys		2019-01-09 16:19:51		KnpraUMwu
72.0	2013-04-28 10:04:36	An Arab, from the practice in certain Middle Eastern countries of chopping off a criminal's hand.	False	False	True	False	False	False	False	False		eng	[1] A left-handed person. [2] A person who endorses a perceived left-wing ideology.	0	0	0		lefty		2019-01-09 16:18:25		qWw8tpXbK
99.0	2018-11-15 06:43:32		False	False	True	False	False	True	False	True		eng		0	0	0		kikesberg		2019-01-09 16:13:52	kike	jjUUrQcqy
93.0	2019-01-07 18:25:36		False	False	True	False	False	False	False	False		eng		0	0	0	jigro	jigroes		2019-01-09 16:09:05		PMsHf9jPk
93.0	2019-01-07 18:24:11	Combination of 'jig' and 'negro'	False	False	True	False	False	False	False	False		eng		13	0	13		jigro		2019-01-09 16:08:50		bj7yGobXq
82.0	2019-01-07 18:21:10		True	False	True	True	False	False	False	False		eng		541	23	541	hoodrat	hoodrats		2019-01-09 15:16:16		sLjT9hfdy
